ticker,name,exchange,sector,industry,scalemarketcap,scalerevenue,location
XLNX,Xilinx Inc,NASDAQ,Technology,Semiconductors,5 - Large,4 - Mid,California; U.S.A
XOM,Exxon Mobil Corp,NYSE,Energy,Oil & Gas Integrated,6 - Mega,6 - Mega,Texas; U.S.A
XRAY,DENTSPLY SIRONA Inc,NASDAQ,Healthcare,Medical Instruments & Supplies,5 - Large,4 - Mid,North Carolina; U.S.A
XRX,Xerox Holdings Corp,NYSE,Technology,Information Technology Services,5 - Large,5 - Large,Connecticut; U.S.A
XYL,Xylem Inc,NYSE,Industrials,Specialty Industrial Machinery,5 - Large,4 - Mid,New York; U.S.A
YUM,Yum Brands Inc,NYSE,Consumer Cyclical,Restaurants,5 - Large,5 - Large,Kentucky; U.S.A
ZBH,Zimmer Biomet Holdings Inc,NYSE,Healthcare,Medical Devices,5 - Large,4 - Mid,Indiana; U.S.A
ZBRA,Zebra Technologies Corp,NASDAQ,Technology,Communication Equipment,5 - Large,4 - Mid,Illinois; U.S.A
ZION,Zions Bancorporation National Association,NASDAQ,Financial Services,Banks - Regional,5 - Large,4 - Mid,Utah; U.S.A
ZTS,Zoetis Inc,NYSE,Healthcare,Drug Manufacturers - Specialty & Generic,5 - Large,4 - Mid,New Jersey; U.S.A
DISCK,Discovery Inc,NASDAQ,Consumer Cyclical,Entertainment,,,Maryland; U.S.A
FOX,Fox Corp,NASDAQ,Consumer Cyclical,Broadcasting,,,New York; U.S.A
FRC,First Republic Bank,NYSE,Financial Services,Banks - Regional,,,California; U.S.A
GOOG,Alphabet Inc,NASDAQ,Technology,Internet Content & Information,,,California; U.S.A
NWS,News Corp,NASDAQ,Consumer Cyclical,Broadcasting,,,New York; U.S.A
UA,Under Armour Inc,NYSE,Consumer Cyclical,Apparel Manufacturing,,,Maryland; U.S.A
